director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget,revenue,profit,rate,budget_infl,gross_infl,profit_infl,normalized_profit,profit_str,budget_quartile,genre_count,Family,Musical,Documentary,Sport,Crime,Sci-Fi,History,Adventure,Western,Music,Mystery,Horror,Fantasy,Drama,News,Romance,Comedy,Biography,War,Action,Thriller,Animation,genre_list,ratings_G,ratings_NC-17,ratings_PG,ratings_PG-13,ratings_R,ratings_Unrated,director_count,directed_5_plus_no,directed_5_plus_yes,actor1_count,actor2_count,actor3_count,actor_count,features,sex,fighter,friendship,friend,immigrant,bus,mafia,corporation,breast,scenario,die,hard,stake,pastor,thug,humor,based,novel,drug,secret,death,mail,escape,alien,deaf,murder,lustepic,tale,bear,fish,british,arcade,wizard,mutant,fairy,toy,super,pirate,box,hit,sequel,egg,kong,panic,hawaii,forest,zeus,king,sword,magic,giant,first,part,farm,princess,graduation,accusation,battle,epic
David Fincher,166.0,21000.0,919.0,Jason Flemyng,11000.0,Drama|Fantasy|Romance,Brad Pitt,The Curious Case of Benjamin Button,13333,Julia Ormond,2.0,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,English,PG-13,2008,1000.0,7.8,2.35,23000,150000000,333932083,183932083,0.8637154979999999,17366829742.818855,38662277540.839035,21295447798.02018,0.11105342116806688,Success,100,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"['Drama', 'Fantasy', 'Romance']",0,0,0,1,0,0,4.0,1,0,17.0,7.0,1.0,25.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Smith,93.0,27.0,49.0,Jonathan Tucker,960.0,Horror,Laura Ramsey,The Ruins,1749,Sergio Calderón,0.0,bow and arrow|group of friends|horse|rifle|ruins,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,English,R,2008,664.0,5.9,2.35,0,8000000,22700000,14700000,0.8637154979999999,926230919.6170058,2628180234.413254,1701949314.796248,0.049050616184410534,Some Profits,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Horror'],0,0,0,0,1,0,1.0,1,0,4.0,1.0,1.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Mazin,82.0,82.0,418.0,Tracy Morgan,1000.0,Action|Comedy|Sci-Fi|Thriller,Drake Bell,Superhero Movie,3266,Marion Ross,6.0,dragonfly|hero|high school|soaking wet|supervillian origin,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,English,PG-13,2008,642.0,4.5,1.85,0,35000000,25871834,-9128166,0.8637154979999999,4052260273.3244,2995411574.7498145,-1056848698.5745857,0.04032051546458313,Failure,75,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']",0,0,0,1,0,0,1.0,1,0,3.0,2.0,1.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Nolan,152.0,22000.0,11000.0,Heath Ledger,23000.0,Action|Crime|Drama|Thriller,Christian Bale,The Dark Knight,57802,Morgan Freeman,0.0,based on comic book|dc comics|psychopath|star died before release|urban setting,http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1,English,PG-13,2008,13000.0,9.0,2.35,37000,185000000,1004558444,819558444,0.8637154979999999,21419090016.143257,116306636424.39354,94887546408.25029,0.3439325337152672,Success,100,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,1,0,0,5.0,0,1,26.0,10.0,16.0,52.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. Night Shyamalan,91.0,0.0,751.0,Alan Ruck,11000.0,Sci-Fi|Thriller,Zooey Deschanel,The Happening,13654,Kristen Connolly,0.0,bee|nature|park|school|teacher,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,English,R,2008,946.0,5.0,1.85,6000,60000000,163403799,103403799,0.8637154979999999,6946731897.127543,18918706377.085297,11971974479.957752,0.08154968050607612,Success,75,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Sci-Fi', 'Thriller']",0,0,0,0,1,0,6.0,0,1,17.0,1.0,1.0,19.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Derrickson,104.0,301.0,71.0,Jon Hamm,18000.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still,22194,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,English,PG-13,2008,4000.0,5.5,2.35,0,80000000,233093859,153093859,0.8637154979999999,9262309196.170057,26987342422.330833,17725033226.160778,0.09975499385559145,Success,100,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"['Drama', 'Sci-Fi', 'Thriller']",0,0,0,1,0,0,3.0,1,0,16.0,4.0,2.0,22.0,alien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryûhei Kitamura,103.0,129.0,1000.0,Brooke Shields,14000.0,Fantasy|Horror|Mystery,Bradley Cooper,The Midnight Meat Train,18639,Leslie Bibb,0.0,butcher|girlfriend|mute character|photographer|subway,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,English,R,2008,1000.0,6.1,2.35,0,15000000,3533227,-11466773,0.8637154979999999,1736682974.2818859,409073011.6782043,-1327609962.6036816,0.03946370278944508,Failure,25,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"['Fantasy', 'Horror', 'Mystery']",0,0,0,0,1,0,1.0,1,0,4.0,1.0,2.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gil Kenan,90.0,27.0,260.0,Toby Jones,13000.0,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,City of Ember,15494,Harry Treadaway,0.0,box|food|mayor|pipeworks|scientist,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,English,PG,2008,2000.0,6.5,2.35,0,55000000,17869048,-37130952,0.8637154979999999,6367837572.366914,2068858095.215052,-4298979477.151862,0.030060928460876143,Failure,75,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', 'Family', 'Fantasy', 'Sci-Fi']",0,0,1,0,0,0,2.0,1,0,7.0,9.0,1.0,17.0,box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Derrickson,104.0,301.0,71.0,Jon Hamm,18000.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still,22194,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,English,PG-13,2008,4000.0,5.5,2.35,0,80000000,233093859,153093859,0.8637154979999999,9262309196.170057,26987342422.330833,17725033226.160778,0.09975499385559145,Success,100,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"['Drama', 'Sci-Fi', 'Thriller']",0,0,0,1,0,0,3.0,1,0,16.0,4.0,2.0,22.0,alien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.R. Bindler,85.0,0.0,499.0,Scott Glenn,11000.0,Comedy,Matthew McConaughey,"Surfer, Dude",14599,Sarah Wright,0.0,barefoot|endorsement|surfboard|virtual reality|waves,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,English,R,2008,826.0,4.7,1.85,850,6000000,69497,-5930503,0.8637154979999999,694673189.7127542,8046283.777577881,-686626905.9351765,0.04149206681511785,Failure,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['Comedy'],0,0,0,0,1,0,1.0,1,0,14.0,2.0,1.0,17.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Cohen,112.0,357.0,595.0,Brendan Fraser,5000.0,Action|Adventure|Fantasy|Horror|Thriller,Jet Li,The Mummy: Tomb of the Dragon Emperor,9131,Russell Wong,2.0,army|china|emperor|mummy|shangri la,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,English,PG-13,2008,3000.0,5.2,2.35,0,145000000,403449830,258449830,0.8637154979999999,16787935418.058228,46710963382.528076,29923027964.46985,0.13835503710966374,Success,100,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']",0,0,0,1,0,0,6.0,0,1,7.0,7.0,1.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Hackl,95.0,43.0,357.0,Costas Mandylor,3000.0,Horror|Mystery,Julie Benz,Saw V,5286,Scott Patterson,0.0,blood splatter|jigsaw|nazi|serial killer|swastika tattoo,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,English,R,2008,723.0,5.8,1.85,0,10800000,113857533,103057533,0.8637154979999999,1250411741.4829578,13182295936.989197,11931884195.506239,0.08142281648071002,Success,25,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Horror', 'Mystery']",0,0,0,0,1,0,1.0,1,0,5.0,6.0,1.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Shankman,99.0,163.0,495.0,Carmen Electra,11000.0,Comedy|Family|Fantasy|Romance,Adam Sandler,Bedtime Stories,12831,Kathryn Joosten,0.0,2000s|bedtime story|elephant|handyman|tween girl,http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,English,PG,2008,869.0,6.1,2.35,0,80000000,212874864,132874864,0.8637154979999999,9262309196.170057,24646410130.75813,15384100934.588072,0.09234721170384352,Success,100,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"['Comedy', 'Family', 'Fantasy', 'Romance']",0,0,1,0,0,0,7.0,0,1,11.0,4.0,1.0,16.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark Gregg,92.0,0.0,539.0,Matt Gerald,1000.0,Comedy|Drama,Anjelica Huston,Choke,3608,Jonah Bobo,0.0,choking|friend|hospital|restaurant|scam,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,English,R,2008,585.0,6.5,1.66,0,3000000,3982459,982459,0.8637154979999999,347336594.8563771,461084582.73837763,113747987.88200049,0.0440248196309384,Some Profits,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,0,1,0,1.0,1,0,4.0,1.0,2.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gina Prince-Bythewood,110.0,107.0,549.0,Alicia Keys,664.0,Drama,Nate Parker,The Secret Life of Bees,3376,Jennifer Hudson,5.0,beekeeping|insect in title|racism|sister|south carolina,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,English,PG-13,2008,551.0,7.3,2.35,0,11000000,38105395,27105395,0.8637154979999999,1273567514.473383,4411799381.652407,3138231867.1790233,0.05359567214126609,Some Profits,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Drama'],0,0,0,1,0,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Chadwick,115.0,56.0,19000.0,Scarlett Johansson,20000.0,Biography|Drama|History|Romance,Natalie Portman,The Other Boleyn Girl,77823,Benedict Cumberbatch,3.0,children|court|king|king henry viii|love,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,English,PG-13,2008,19000.0,6.7,1.85,0,35000000,78269970,43269970,0.8637154979999999,4052260273.3244,9062008286.436932,5009748013.112531,0.05951800656864939,Some Profits,75,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['Biography', 'Drama', 'History', 'Romance']",0,0,0,1,0,0,1.0,1,0,16.0,20.0,3.0,39.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saul Dibb,110.0,10.0,844.0,Hayley Atwell,3000.0,Biography|Drama|History|Romance,Dominic Cooper,The Duchess,6420,Charlotte Rampling,3.0,duchess|duke|heir|infidelity|marriage,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,English,PG-13,2008,2000.0,6.9,2.35,0,17759769,43306325,25546556,0.8637154979999999,2056205896.6319487,5013957153.747866,2957751257.1159167,0.053024548812849,Some Profits,50,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['Biography', 'Drama', 'History', 'Romance']",0,0,0,1,0,0,1.0,1,0,2.0,1.0,4.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Anders,129.0,51.0,630.0,Michael Cudlitz,948.0,Adventure|Comedy|Romance,Katrina Bowden,Sex Drive,4324,Alice Greczyn,1.0,amish|friend|friendship|high school|virgin,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,English,R,2008,822.0,6.5,1.85,0,19000000,18755936,-244064,0.8637154979999999,2199798434.090389,2171540981.194713,-28257452.89567561,0.043575449363617576,Failure,50,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"['Adventure', 'Comedy', 'Romance']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,4.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Fleder,130.0,39.0,534.0,Nicole Beharie,2000.0,Biography|Drama|Sport,Dennis Quaid,The Express,5162,Charles S. Dutton,0.0,african american|coach|football movie|nonlinear timeline|syracuse university,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,English,PG,2008,898.0,7.3,2.35,0,40000000,9793496,-30206504,0.8637154979999999,4631154598.085029,1133879850.7931833,-3497274747.2918453,0.0325978894871342,Failure,75,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['Biography', 'Drama', 'Sport']",0,0,1,0,0,0,3.0,1,0,13.0,1.0,2.0,16.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Moreau,92.0,0.0,451.0,Alessandro Nivola,17000.0,Horror|Mystery,Chloë Grace Moretz,The Eye,18765,Obba Babatundé,1.0,cellular memory|eye|eye transplant|seeing dead people|violinist,http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1,English,PG-13,2008,527.0,5.4,2.35,0,12000000,56309766,44309766,0.8637154979999999,1389346379.4255085,6519480793.1998005,5130134413.774291,0.05989896428935998,Some Profits,25,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Horror', 'Mystery']",0,0,0,1,0,0,1.0,1,0,6.0,2.0,1.0,9.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Muccino,123.0,125.0,835.0,Rosario Dawson,10000.0,Drama|Romance,Will Smith,Seven Pounds,14727,Madison Pettis,1.0,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,English,PG-13,2008,3000.0,7.7,2.35,26000,55000000,168167691,113167691,0.8637154979999999,6367837572.366914,19470264385.599808,13102426813.232893,0.0851269495488349,Success,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['Drama', 'Romance']",0,0,0,1,0,0,2.0,1,0,17.0,6.0,2.0,25.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Eastwood,141.0,16000.0,539.0,Michael Kelly,11000.0,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,Changeling,12840,Colm Feore,0.0,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,English,R,2008,963.0,7.8,2.35,14000,55000000,113020255,58020255,0.8637154979999999,6367837572.366914,13085356840.499811,6717519268.132896,0.06492217714963994,Some Profits,75,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,7.0,0,1,13.0,2.0,4.0,19.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Dodson,106.0,8.0,315.0,Anupam Kher,611.0,Comedy|Drama|Romance,Larry Miller,The Other End of the Line,1739,Shriya Saran,2.0,birthday|call center|fiance|hotel|indian,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,English,PG-13,2008,397.0,6.2,2.35,0,14000000,115592,-13884408,0.8637154979999999,1620904109.32976,13383110.557546115,-1607520998.772214,0.03857793604374674,Failure,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1.0,1,0,3.0,2.0,1.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Leterrier,135.0,255.0,882.0,Peter Mensah,3000.0,Action|Adventure|Sci-Fi,Ty Burrell,The Incredible Hulk,5811,William Hurt,0.0,antidote|cure|hulk|marvel cinematic universe|opening action scene,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,English,PG-13,2008,1000.0,6.8,2.35,0,150000000,163712074,13712074,0.8637154979999999,17366829742.818855,18954398106.67841,1587568363.8595543,0.0486886624577269,Some Profits,100,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Sci-Fi']",0,0,0,1,0,0,3.0,1,0,6.0,2.0,6.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Seftel,107.0,0.0,91.0,Sergej Trifunovic,603.0,Action|Comedy|Thriller,Bashar Rahal,"War, Inc.",988,Ned Bellamy,3.0,assassin|corporation|pop star|reporter|satire,http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1,English,R,2008,175.0,5.7,1.78,883,5000000,1296184,-3703816,0.8637154979999999,578894324.7606286,150070712.28910613,-428823612.4715225,0.0423078745353398,Failure,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"['Action', 'Comedy', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,2.0,4.0,corporation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Michael Stern,120.0,0.0,886.0,Judge Reinhold,1000.0,Comedy|Drama,Madeline Carroll,Swing Vote,6212,Nathan Lane,1.0,ballot|election|new mexico|vote|voting,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,English,PG-13,2008,901.0,6.1,2.35,1000,21000000,17600000,-3400000,0.8637154979999999,2431356163.9946404,2037708023.1574125,-393648140.83722746,0.042419185841476206,Failure,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,1,0,0,1.0,1,0,3.0,2.0,3.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Zucker,83.0,119.0,633.0,Geoffrey Arend,885.0,Comedy|Fantasy,Chriss Anglin,An American Carol,2907,Gary Coleman,2.0,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,English,PG-13,2008,816.0,4.3,2.35,797,20000000,7000000,-13000000,0.8637154979999999,2315577299.0425143,810452054.66488,-1505125244.3776343,0.038901963118151923,Failure,50,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"['Comedy', 'Fantasy']",0,0,0,1,0,0,3.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timur Bekmambetov,110.0,335.0,988.0,Morgan Freeman,11000.0,Action|Crime|Fantasy|Thriller,Angelina Jolie Pitt,Wanted,25763,Common,0.0,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1,English,R,2008,11000.0,6.7,2.35,0,75000000,341432090,266432090,0.8637154979999999,8683414871.409428,39530619838.43203,30847204967.022602,0.1412795565112765,Success,100,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"['Action', 'Crime', 'Fantasy', 'Thriller']",0,0,0,0,1,0,1.0,1,0,16.0,16.0,3.0,35.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randall Miller,110.0,19.0,39.0,Freddy Rodríguez,25000.0,Comedy|Drama,Alan Rickman,Bottle Shock,25676,Greg Collins,0.0,airport|california|flat tire|overalls|wine,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,English,PG-13,2008,579.0,6.8,2.35,0,5000000,4040588,-959412,0.8637154979999999,578894324.7606286,467814692.3791798,-111079632.38144885,0.0433133620468796,Failure,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,1,0,0,1.0,1,0,2.0,2.0,1.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Vaughan,101.0,12.0,149.0,Andrew Daly,642.0,Comedy|Romance,Treat Williams,What Happens in Vegas,1026,Michelle Krusiec,2.0,casino|father son relationship|jackpot|judge|wedding,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,English,PG-13,2008,171.0,6.1,2.35,0,35000000,219375562,184375562,0.8637154979999999,4052260273.3244,25399053566.59468,21346793293.270283,0.11121590183641242,Success,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"['Comedy', 'Romance']",0,0,0,1,0,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
