director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,News,Thriller,Fantasy,Comedy,Animation,History,Western,Music,Family,Short,Game-Show,Action,Sport,Drama,Mystery,Sci-Fi,Biography,Documentary,War,Film-Noir,Horror,Crime,Reality-TV,Musical,Adventure,Romance,budget,revenue,profit,rate,budget_infl,gross_infl,director_count,actor1_count,actor2_count,actor3_count,normalized_profit,content_rating_G,content_rating_NC-17,content_rating_PG,content_rating_PG-13,content_rating_R,content_rating_Unrated
Tony Scott,106.0,12000.0,385.0,Ramon Rodriguez,18000.0,Action|Crime|Thriller,Denzel Washington,The Taking of Pelham 1 2 3,19906,Michael Rispoli,1.0,hijack|hostage|ransom|subway|train,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,English,USA,2009,464.0,6.4,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,150166126,5808177127.325322,0.8637154979999999,11577886495.212572,17386063622.53789,3.0,22.0,1.0,2.0,0.0434186475219758,0,0,0,0,1,0
Lone Scherfig,100.0,92.0,221.0,Olivia Williams,3000.0,Drama,Dominic Cooper,An Education,4198,Ellie Kendrick,0.0,1960s|age difference|france|loss of virginity|oxford,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,English,UK,2009,766.0,7.3,2.35,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7500000,26096852,2153122416.242669,0.8637154979999999,868341487.1409428,3021463903.383612,1.0,4.0,2.0,1.0,0.016095491221456964,0,0,0,1,0,0
Jonathan Mostow,89.0,84.0,1000.0,Devin Ratray,13000.0,Action|Sci-Fi|Thriller,Bruce Willis,Surrogates,18132,Boris Kodjoe,5.0,android|fbi agent|future|murder|robot,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,6.3,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80000000,122444772,4914207525.311768,0.8637154979999999,9262309196.170055,14176516721.481825,3.0,26.0,1.0,6.0,0.03673582794894298,0,0,0,1,0,0
Patrick Lussier,101.0,71.0,725.0,Jaime King,10000.0,Horror|Thriller,Jensen Ackles,My Bloody Valentine,14159,Edi Gathegi,0.0,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,English,USA,2009,960.0,5.5,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,102836002,10169552613.492643,0.8637154979999999,1736682974.2818859,11906235587.77453,2.0,1.0,5.0,2.0,0.07602186512429264,0,0,0,0,1,0
Ron Howard,146.0,2000.0,294.0,Ayelet Zurer,15000.0,Mystery|Thriller,Tom Hanks,Angels & Demons,16948,Armin Mueller-Stahl,2.0,conclave|illuminati|murder|reference to bernini|reference to raphael,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,English,USA,2009,745.0,6.7,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150000000,485930816,38893688578.921394,0.8637154979999999,17366829742.818855,56260518321.74025,6.0,11.0,2.0,1.0,0.29074753098123163,0,0,0,1,0,0
Nora Ephron,123.0,0.0,923.0,Mary Lynn Rajskub,11000.0,Biography|Drama|Romance,Meryl Streep,Julie & Julia,13321,Vanessa Ferlito,2.0,american|blog|book|cook|cooking,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,USA,2009,935.0,7.0,1.85,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,40000000,129540499,10366897341.466948,0.8637154979999999,4631154598.085029,14998051939.551975,1.0,11.0,4.0,2.0,0.07749710455947148,0,0,0,1,0,0
Donald Petrie,98.0,80.0,399.0,Harland Williams,567.0,Comedy|Romance,Nia Vardalos,My Life in Ruins,2016,Rachel Dratch,1.0,greece|greek|tour bus|tour guide|tourist,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,English,USA,2009,503.0,5.9,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17000000,20455276,400047933.37632114,0.8637154979999999,1968240704.1861372,2368288637.562458,6.0,2.0,2.0,1.0,0.002990481341147871,0,0,0,1,0,0
Olatunde Osunsanmi,98.0,58.0,242.0,Will Patton,14000.0,Mystery|Sci-Fi|Thriller,Milla Jovovich,The Fourth Kind,15251,Hakeem Kae-Kazim,0.0,abduction|alaska|alien|owl|patient,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,English,USA,2009,537.0,5.9,2.35,15000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10000000,47709193,4365927563.800644,0.8637154979999999,1157788649.5212572,5523716213.321902,1.0,13.0,2.0,2.0,0.032637191876714815,0,0,0,1,0,0
Grant Heslov,94.0,293.0,939.0,Jeff Bridges,18000.0,Comedy|War,Kevin Spacey,The Men Who Stare at Goats,32474,Stephen Root,0.0,first person narration|general|hampster|reference to loch ness monster|reporter,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,English,USA,2009,12000.0,6.2,2.35,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24000000,68729358,5178714299.277285,0.8637154979999999,2778692758.851017,7957407058.128302,1.0,21.0,9.0,5.0,0.03871313348849948,0,0,0,0,1,0
David Bowers,94.0,42.0,668.0,Charlize Theron,12000.0,Action|Animation|Comedy|Family|Sci-Fi,Nicolas Cage,Astro Boy,23365,Dee Bradley Baker,1.0,betrayal|futuristic|gladiator|robot|scientist,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,English,Hong Kong,2009,9000.0,6.3,2.35,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000000,19551067,1105811696.3417046,0.8637154979999999,1157788649.5212572,2263600345.8629622,2.0,28.0,9.0,1.0,0.008266378730118429,0,0,1,0,0,0
Peter Jackson,135.0,0.0,310.0,AJ Michalka,873.0,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones,2370,Tom McCarthy,1.0,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,English,USA,2009,560.0,6.7,2.35,16000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65000000,93621340,3313746258.608874,0.8637154979999999,7525626221.88817,10839372480.497046,8.0,6.0,2.0,2.0,0.02477166959846606,0,0,0,1,0,0
Roland Emmerich,158.0,776.0,310.0,Liam James,1000.0,Action|Adventure|Sci-Fi,Oliver Platt,2012,2144,Tom McCarthy,0.0,ark|catastrophe|geologist|president|writer,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1,English,USA,2009,468.0,5.8,2.35,13000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200000000,791217826,68450528833.74336,0.8637154979999999,23155772990.425144,91606301824.1685,3.0,5.0,1.0,2.0,0.5116980310061012,0,0,0,1,0,0
Peter Jackson,135.0,0.0,310.0,AJ Michalka,873.0,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones,2369,Tom McCarthy,1.0,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,English,USA,2009,559.0,6.7,2.35,16000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65000000,93621340,3313746258.608874,0.8637154979999999,7525626221.88817,10839372480.497046,8.0,6.0,2.0,2.0,0.02477166959846606,0,0,0,1,0,0
Harold Ramis,100.0,11000.0,485.0,Oliver Platt,10000.0,Adventure|Comedy,Olivia Wilde,Year One,12258,Xander Berkeley,2.0,abraham|hunter|princess|sodom|tribe,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,4.9,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000000,62357900,272994985.67061716,0.8637154979999999,6946731897.1275425,7219726882.798161,4.0,4.0,7.0,3.0,0.0020407041632362678,0,0,0,1,0,0
Fatih Akin,99.0,766.0,269.0,Moritz Bleibtreu,595.0,Comedy|Drama,Udo Kier,Soul Kitchen,1519,Birol Ünel,3.0,2000s|burglar|chef|cook|restaurant,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,German,Germany,2009,486.0,7.3,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4000000,18164139,1639907936.4441369,0.8637154979999999,463115459.80850285,2103023396.2526398,1.0,2.0,2.0,1.0,0.012258985189219992,0,0,0,0,0,0
Stewart Hendler,101.0,10.0,472.0,Margo Harshman,1000.0,Horror|Mystery,Julian Morris,Sorority Row,3142,Rumer Willis,2.0,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,English,USA,2009,668.0,5.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12500000,27206120,1702657881.4497552,0.8637154979999999,1447235811.9015715,3149893693.3513265,1.0,1.0,1.0,1.0,0.012728068880372074,0,0,0,0,1,0
Pete Docter,96.0,0.0,262.0,Delroy Lindo,1000.0,Adventure|Animation|Comedy|Family,John Ratzenberger,Up,2635,Jess Harnell,1.0,balloon|house|promise|retirement|skeleton,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,English,USA,2009,848.0,8.3,1.85,27000,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000000,735099082,64847635974.687584,0.8637154979999999,20261301366.621998,85108937341.30959,2.0,8.0,2.0,1.0,0.48476480770208,0,0,1,0,0,0
Peter Chelsom,102.0,23.0,635.0,Vanessa Williams,1000.0,Comedy|Drama|Family|Music|Romance,Emily Osment,Hannah Montana: The Movie,4516,Moises Arias,2.0,farm|female protagonist|hannah montana|horseback riding|overalls,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,4.2,1.85,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35000000,155545279,13956595577.957315,0.8637154979999999,4052260273.3244,18008855851.28172,3.0,1.0,4.0,2.0,0.10433169220324184,1,0,0,0,0,0
Walt Becker,88.0,12.0,931.0,Bernie Mac,49000.0,Comedy|Family,Robin Williams,Old Dogs,53370,Ann-Margret,2.0,best friend|business deal|impulse|public relations|twin,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,5.4,1.85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,96753696,7149772829.478626,0.8637154979999999,4052260273.3244,11202033102.803026,1.0,19.0,14.0,2.0,0.05344767087719149,0,0,1,0,0,0
Thor Freudenthal,100.0,87.0,446.0,Kevin Dillon,3000.0,Comedy|Family,Don Cheadle,Hotel for Dogs,5174,Yvette Nicole Brown,4.0,abandoned hotel|dog|foster home|overalls|playing with a dog,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,English,USA,2009,576.0,5.4,1.85,1000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,117000198,9493889850.28957,0.8637154979999999,4052260273.3244,13546150123.613968,1.0,7.0,1.0,1.0,0.07097098606919645,0,0,1,0,0,0
Dennis Iliadis,114.0,29.0,616.0,Monica Potter,956.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left,3861,Martha MacIsaac,0.0,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,English,USA,2009,878.0,6.6,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15000000,32721635,2051790785.3958645,0.8637154979999999,1736682974.2818859,3788473759.677749,2.0,4.0,4.0,2.0,0.015337992303747572,0,0,0,0,1,0
Daniel Barber,97.0,12.0,641.0,Jack O'Connell,788.0,Action|Crime|Drama|Thriller,Joseph Gilgun,Harry Brown,2486,Sean Harris,1.0,bayonet|death|police|self defense|widower,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,English,UK,2009,698.0,7.2,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7300000,10329747,350780668.75210804,0.8637154979999999,845185714.1505178,1195966382.9026258,1.0,2.0,2.0,1.0,0.002622186670278865,0,0,0,0,1,0
David Yates,153.0,282.0,10000.0,Daniel Radcliffe,25000.0,Adventure|Family|Fantasy|Mystery,Alan Rickman,Harry Potter and the Half-Blood Prince,58753,Rupert Grint,3.0,blood|book|love|potion|professor,http://www.imdb.com/title/tt0417741/?ref_=fn_tt_tt_1,English,UK,2009,11000.0,7.5,2.35,10000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,250000000,933959197,79188019502.22736,0.8637154979999999,28944716238.031433,108132735740.2588,2.0,4.0,8.0,2.0,0.5919655397032416,0,0,1,0,0,0
James McTeigue,99.0,160.0,72.0,Ben Miles,330.0,Action|Crime|Thriller,Shô Kosugi,Ninja Assassin,701,Rain,0.0,critically bashed|kung fu|martial artist|martial arts|ninja,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,English,USA,2009,119.0,6.4,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40000000,60462347,2369107309.9165344,0.8637154979999999,4631154598.085029,7000261908.001563,2.0,1.0,1.0,1.0,0.017710074168877175,0,0,0,0,1,0
Brian Baugh,120.0,3.0,234.0,Sean Michael Afable,984.0,Drama,Randy Wayne,To Save a Life,2563,D. David Morin,1.0,basketball|beer pong|childhood friend|christian|suicide,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,English,USA,2009,801.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500000,3824868,384949443.15564436,0.8637154979999999,57889432.47606286,442838875.63170725,1.0,1.0,2.0,1.0,0.0028776134251217353,0,0,0,1,0,0
Raymond De Felitta,104.0,20.0,130.0,Curtiss Cook,3000.0,Comedy|Drama,Ezra Miller,City Island,3825,Dominik García-Lorido,6.0,anger|family reunion|father son reunion|hugging|movie making,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,English,USA,2009,591.0,7.4,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6000000,7875862,217185173.1668245,0.8637154979999999,694673189.7127542,911858362.8795787,1.0,1.0,2.0,1.0,0.0016235010429874615,0,0,0,1,0,0
Ken Kwapis,129.0,42.0,49.0,Sabrina Revelle,97.0,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You,318,Sachiko Ishida,7.0,advertising|bar|dating|lingerie slip|six word title,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,USA,2009,50.0,6.4,2.35,12000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000000,178866158,16077766153.502554,0.8637154979999999,4631154598.085029,20708920751.58758,3.0,1.0,1.0,1.0,0.12018838375971835,0,0,0,1,0,0
Dennis Iliadis,114.0,29.0,616.0,Monica Potter,956.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left,3861,Martha MacIsaac,0.0,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,English,USA,2009,878.0,6.6,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15000000,32721635,2051790785.3958645,0.8637154979999999,1736682974.2818859,3788473759.677749,2.0,4.0,4.0,2.0,0.015337992303747572,0,0,0,0,1,0
Lasse Hallström,93.0,529.0,805.0,Sarah Roemer,1000.0,Drama|Family,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale,4453,Joan Allen,0.0,dog|human animal relationship|japanese|loyalty|waiting,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,English,USA,2009,884.0,8.1,1.85,115000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16000000,46749646,3560159111.559673,0.8637154979999999,1852461839.2340121,5412620950.793684,5.0,6.0,6.0,2.0,0.026613715047256938,1,0,0,0,0,0
Phil Lord,90.0,97.0,56.0,Bobb'e J. Thompson,622.0,Animation|Comedy|Family|Sci-Fi,Will Forte,Cloudy with a Chance of Meatballs,1227,Al Roker,1.0,food|giant food|mayor|sardine|weather,http://www.imdb.com/title/tt0844471/?ref_=fn_tt_tt_1,English,USA,2009,526.0,7.0,2.35,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000000,242988466,16555042294.725618,0.8637154979999999,11577886495.212572,28132928789.938198,1.0,1.0,2.0,1.0,0.12375623475948724,0,0,1,0,0,0
J.J. Abrams,127.0,14000.0,981.0,Leonard Nimoy,26000.0,Action|Adventure|Sci-Fi,Chris Hemsworth,Star Trek,39284,Bruce Greenwood,0.0,box office hit|future|lifted by the throat|star trek|vulcan,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,English,USA,2009,12000.0,8.0,2.35,19000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,150000000,385680446,27286814529.29076,0.8637154979999999,17366829742.818855,44653644272.10962,2.0,1.0,2.0,8.0,0.20398099562489605,0,0,0,1,0,0
Jonas Elmer,97.0,3.0,631.0,Frances Conroy,24000.0,Comedy|Romance,J.K. Simmons,New in Town,25792,Harry Connick Jr.,1.0,love|manufacturing|minnesota|plant|small town,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,English,USA,2009,827.0,5.6,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000000,29010817,2432608543.976827,0.8637154979999999,926230919.6170057,3358839463.593833,1.0,44.0,6.0,2.0,0.018184774079180645,0,0,1,0,0,0
Hoyt Yeatman,88.0,12.0,182.0,Piper Mackenzie Harris,730.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,G-Force,2217,Niecy Nash,0.0,fbi director|guinea pig|household appliance|secret agent|talking mouse,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,English,USA,2009,607.0,5.1,2.35,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,150000000,292817841,16535287525.893162,0.8637154979999999,17366829742.818855,33902117268.712017,1.0,2.0,1.0,1.0,0.12360855909409894,0,0,1,0,0,0
Quentin Tarantino,153.0,16000.0,11000.0,Brad Pitt,13000.0,Adventure|Drama|War,Michael Fassbender,Inglourious Basterds,36741,Christoph Waltz,1.0,france|german|nazis|revenge|scalping,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,English,USA,2009,11000.0,8.3,2.35,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,70000000,321455689,29113254258.174725,0.8637154979999999,8104520546.6488,37217774804.82352,3.0,6.0,19.0,1.0,0.2176344432831369,0,0,0,0,1,0
David R. Ellis,82.0,160.0,748.0,Andrew Fiscella,164000.0,Horror,Krista Allen,The Final Destination,303717,Shantel VanSanten,0.0,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,USA,2009,137000.0,5.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000,186167139,16923065446.719587,0.8637154979999999,4631154598.085029,21554220044.80462,5.0,3.0,6.0,1.0,0.1265073711716594,0,0,0,0,1,0
Tom Tykwer,118.0,670.0,294.0,Brían F. O'Byrne,6000.0,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,The International,7654,Armin Mueller-Stahl,0.0,bank|chase|district attorney|interpol|murder,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,English,USA,2009,450.0,6.5,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,50000000,60161391,1176474316.3147454,0.8637154979999999,5788943247.606286,6965417563.921031,2.0,16.0,2.0,2.0,0.008794613178777522,0,0,0,0,1,0
Ricky Gervais,100.0,0.0,985.0,Tina Fey,3000.0,Comedy|Fantasy|Romance,Jennifer Garner,The Invention of Lying,7252,Martin Starr,3.0,genetics|heaven|lie|screenwriter|truth,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,English,USA,2009,2000.0,6.4,1.85,13000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18500000,32406507,1610079595.908791,0.8637154979999999,2141909001.6143253,3751988597.523117,1.0,11.0,7.0,2.0,0.0120360051040899,0,0,0,1,0,0
Shawn Levy,105.0,189.0,1000.0,Rami Malek,49000.0,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Battle of the Smithsonian,54039,Steve Coogan,2.0,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,English,USA,2009,3000.0,5.9,2.35,2000,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000000,413106170,30462133724.50103,0.8637154979999999,17366829742.818855,47828963467.319885,6.0,22.0,2.0,5.0,0.2277179160085225,0,0,1,0,0,0
Carlos Saldanha,94.0,107.0,117.0,Maile Flanagan,835.0,Action|Adventure|Animation|Comedy|Family,Denis Leary,Ice Age: Dawn of the Dinosaurs,1258,Kelly Keaton,0.0,egg|lost world|rescue|squirrel|weasel,http://www.imdb.com/title/tt1080016/?ref_=fn_tt_tt_1,English,USA,2009,256.0,7.0,1.85,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90000000,886686817,92239495394.5819,0.8637154979999999,10420097845.691315,102659593240.2732,2.0,4.0,1.0,1.0,0.6895311150359368,0,0,1,0,0,0
Jason Reitman,108.0,655.0,940.0,Anna Kendrick,24000.0,Drama|Romance,J.K. Simmons,Up in the Air,35209,Chris Lowell,0.0,airport|business trip|downsizing|on the road|travel,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,English,USA,2009,10000.0,7.4,1.85,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000000,166842739,16422391323.120615,0.8637154979999999,2894471623.803143,19316862946.92376,4.0,47.0,2.0,1.0,0.12276460986818552,0,0,0,0,1,0
Guy Ritchie,128.0,0.0,727.0,Eddie Marsan,21000.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes,23996,Robert Maillet,3.0,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1,English,USA,2009,979.0,7.6,1.85,20000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,90000000,524028679,50251347811.29052,0.8637154979999999,10420097845.691315,60671445656.981834,3.0,31.0,3.0,1.0,0.3756510749618719,0,0,0,1,0,0
John Hamburg,105.0,29.0,257.0,Jon Favreau,24000.0,Comedy|Romance,J.K. Simmons,"I Love You, Man",28928,Jane Curtin,2.0,bromance|friend|gay brother|homosexual subtext|wedding,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,USA,2009,4000.0,7.1,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41000000,91980359,5902448099.871886,0.8637154979999999,4746933463.037154,10649381562.90904,2.0,49.0,12.0,1.0,0.0441233648849421,0,0,0,0,1,0
Glenn Ficarra,102.0,43.0,113.0,Louis Herthum,170.0,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,I Love You Phillip Morris,931,Annie Golden,0.0,character name in title|con artist|fraud|gay|prison break,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,English,France,2009,157.0,6.6,1.85,11000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,13000000,20768906,899475118.5997592,0.8637154979999999,1505125244.3776345,2404600362.977393,1.0,1.0,1.0,1.0,0.006723921226797667,0,0,0,0,1,0
Aaron Schneider,100.0,11.0,970.0,Robert Duvall,13000.0,Drama|Mystery,Bill Murray,Get Low,19330,Bill Cobbs,1.0,funeral|funeral home|hermit|party|secret,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,English,USA,2009,3000.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,700000,10522511,1137239174.5597696,0.8637154979999999,81045205.466488,1218284380.0262575,1.0,14.0,5.0,3.0,0.00850131307922123,0,0,0,1,0,0
Burr Steers,102.0,23.0,651.0,Hunter Parrish,2000.0,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 Again,7009,Thomas Lennon,1.0,adult as child|father son relationship|high school student|janitor|school,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,USA,2009,2000.0,6.4,2.35,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20000000,136267476,13461316402.128515,0.8637154979999999,2315577299.0425143,15776893701.171032,2.0,4.0,8.0,3.0,0.10062926052895534,0,0,0,1,0,0
Zack Snyder,215.0,0.0,413.0,Billy Crudup,986.0,Action|Drama|Mystery|Sci-Fi,Matt Frewer,Watchmen,2530,Stephen McHattie,1.0,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,English,USA,2009,745.0,7.7,2.35,18000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,130000000,185258983,6397822330.148811,0.8637154979999999,15051252443.77634,21449074773.92516,4.0,2.0,2.0,3.0,0.04782650713341925,0,0,0,0,1,0
