color,director_name,duration,actor_2_name,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,language,country,content_rating,budget,title_year,gross,aspect_ratio,Horror,Romance,Family,Animation,Reality-TV,Comedy,Thriller,Game-Show,Western,Film-Noir,Short,Drama,Crime,Musical,Biography,Mystery,Action,Sci-Fi,Sport,Music,History,Adventure,News,Documentary,Fantasy,War,rate,budget_infl,gross_infl,format,profit
Color,Paul Greengrass,108,Joan Allen,Matt Damon,The Bourne Supremacy ,Oksana Akinshina,1,English,USA,PG-13,75000000,2004,176049130,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.392746845,2210598180,5188985151,Movie,2978386971
Color,M. Night Shyamalan,108,Judy Greer,Bryce Dallas Howard,The Village ,William Hurt,0,English,USA,PG-13,60000000,2004,114195633,1.85,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,1768478544,3365875446,Movie,1597396902
Color,Michel Gondry,108,Kirsten Dunst,Kate Winslet,Eternal Sunshine of the Spotless Mind ,Tom Wilkinson,1,English,USA,R,20000000,2004,34126138,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.392746845,589492847.9,1005855714,Movie,416362866
Color,Michael Lembeck,108,Nia Vardalos,Debbie Reynolds,Connie and Carla ,Dash Mihok,3,English,USA,PG-13,20000000,2004,8054280,1.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,589492847.9,237397022.8,Movie,-352095825.2
Color,Jaume Collet-Serra,108,Paris Hilton,Robert Ri chard,House of Wax ,Brian Van Holt,0,English,Australia,R,30000000,2005,32048809,1.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,944627184.5,Movie,60387912.61
Color,Lasse HallstrA�m,108,Camryn Manheim,Morgan Freeman,An Unfinished Life ,Lynda Boyd,3,English,USA,PG-13,30000000,2005,8535575,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,251583020.8,Movie,-632656251.1
Color,Jim Hanon,108,Chad Allen,Chase Ellison,End of the Spear ,Jack Guzman,3,English,USA,PG-13,10000000,2005,11703287,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,294746424,344950199.2,Movie,50203775.22
Color,David Jacobson,108,Bruce Dern,Hunter Parrish,Down in the Valley ,Rory Culkin,2,English,USA,R,8000000,2005,568695,2.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,235797139.2,16762081.76,Movie,-219035057.4
Color,Arie Posin,108,John Heard,Rory Culkin,The Chumscrubber ,Tim DeKay,1,English,USA,R,6800000,2005,49526,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,200427568.3,1459761.139,Movie,-198967807.2
Color,Ira Sachs,108,Jenny O Hara,Rip Torn,Forty Shades of Blue ,Darren E. Burrows,0,English,USA,R,1500000,2005,25040293,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,44211963.6,738053681.7,Movie,22156530.81
Color,Shawn Levy,108,Rami Malek,Robin Williams,Night at the Museum ,Steve Coogan,2,English,USA,PG,110000000,2006,250863268,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.392746845,3242210664,7394105115,Movie,4151894451
Color,George Miller,108,Hugh Jackman,Robin Williams,Happy Feet ,Elizabeth Daily,0,English,USA,PG,100000000,2006,197992827,2.35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,2947464240,5835767773,Movie,2888303533
Color,Todd Phillips,108,Sarah Silverman,Jon Heder,School for Scoundrels ,Jacinda Barrett,1,English,USA,PG-13,20000000,2006,17803796,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,589492847.9,524760520.4,Movie,-64732327.53
Color,Alexandre Aja,108,Greg Nicotero,Dan Byrd,The Hills Have Eyes ,Vinessa Shaw,0,English,USA,R,15000000,2006,41777564,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,442119636,1231378759,Movie,789259123.2
Color,Jon Avnet,108,Alicia Witt,Al Pacino,88 Minutes ,Deborah Kara Unger,1,English,USA,R,30000000,2007,16930884,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,499031751.4,Movie,-385207520.5
Color,Joe Nussbaum,108,Matt Long,Danny Strong,Sydney White ,Samm Levine,2,English,USA,PG-13,16500000,2007,11702090,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,486331599.6,344914918,Movie,-141416681.5
Color,Michael Winterbottom,108,Archie Panjabi,Angelina Jolie Pitt,A Mighty Heart ,Dan Futterman,0,English,USA,R,16000000,2007,9172810,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3.392746845,471594278.4,270365294.5,Movie,-201228983.8
Color,Adrienne Shelly,108,Cheryl Hines,Lew Temple,Waitress ,Eddie Jemison,1,English,USA,PG-13,2000000,2007,19067631,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,58949284.79,562011605.1,Movie,503062320.3
Color,Phyllida Lloyd,108,Meryl Streep,Colin Firth,Mamma Mia! ,Julie Walters,1,English,USA,PG-13,52000000,2008,143704210,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1532681405,4235630201,Movie,2702948796
Color,Chris Carter,108,Callum Rennie,Mitch Pileggi,The X Files: I Want to Believe ,Nicki Aycox,0,English,USA,PG-13,30000000,2008,20981633,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.392746845,884239271.9,618426129.6,Movie,-265813142.3
Color,Christian Alvart,108,Dennis Quaid,Norman Reedus,Pandorum ,Eddie Rouse,0,English,Germany,R,33000000,2009,10326062,2.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.392746845,972663199.1,304356984.8,Movie,-668306214.3
Color,Anne Fletcher,108,Denis O Hare,Ryan Reynolds,The Proposal ,Craig T. Nelson,1,English,USA,PG-13,40000000,2009,163947053,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1178985696,4832280759,Movie,3653295063
Color,Todd Phillips,108,Rob Riggle,Bradley Cooper,The Hangover ,Mike Epps,3,English,USA,R,35000000,2009,277313371,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1031612484,8173712442,Movie,7142099958
Color,Jason Reitman,108,Anna Kendrick,J.K. Simmons,Up in the Air ,Chris Lowell,0,English,USA,R,25000000,2009,83813460,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,736866059.9,2470371762,Movie,1733505702
Color,Steven Soderbergh,108,Joel McHale,Matt Damon,The Informant! ,Thomas F. Wilson,1,English,USA,R,21000000,2009,33313582,1.85,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,618967490.3,981905916.4,Movie,362938426.1
Color,Renny Harlin,108,Ashley Scott,Taylor Cole,12 Rounds ,Nick Gomez,1,English,USA,PG-13,22000000,2009,12232937,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,648442132.7,360561443.5,Movie,-287880689.2
Color,David Twohy,108,Milla Jovovich,Chris Hemsworth,A Perfect Getaway ,Marley Shelton,4,English,USA,R,14000000,2009,15483540,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.392746845,412644993.6,456371804.5,Movie,43726810.98
Color,George Hickenlooper,108,Eric Schweig,Kevin Spacey,Casino Jack ,Christian Campbell,5,English,Canada,R,15000000,2010,1039869,2.35,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.392746845,442119636,30649766.91,Movie,-411469869
Color,Tim Burton,108,Alan Rickman,Johnny Depp,Alice in Wonderland ,Anne Hathaway,0,English,USA,PG,200000000,2010,334185206,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.392746845,5894928479,9849989441,Movie,3955060962
Color,Doug Liman,108,Ty Burrell,Naomi Watts,Fair Game ,Brooke Smith,2,English,USA,PG-13,22000000,2010,9528092,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.392746845,648442132.7,280837104.4,Movie,-367605028.3
Missing,Lasse HallstrA�m,108,Henry Thomas,Channing Tatum,Dear John ,Scott Porter,1,English,USA,PG-13,25000000,2010,80014842,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.392746845,736866059.9,2358408854,Movie,1621542794
Color,Darren Aronofsky,108,Mila Kunis,Natalie Portman,Black Swan ,Mark Margolis,1,English,USA,R,13000000,2010,106952327,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,383170351.2,3152381592,Movie,2769211241
Color,Shari Springer Berman,108,Marian Seldes,Lynn Cohen,The Extra Man ,Dan Hedaya,4,English,USA,R,7000000,2010,453079,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,206322496.8,13354341.5,Movie,-192968155.3
Color,Alister Grierson,108,Rhys Wakefield,Ioan Gruffudd,Sanctum ,Richard Roxburgh,0,English,USA,R,30000000,2011,23070045,1.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,884239271.9,679981326.5,Movie,-204257945.5
Color,Ivan Reitman,108,Greta Gerwig,Natalie Portman,No Strings Attached ,Mindy Kaling,1,English,USA,R,25000000,2011,70625986,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,736866059.9,2081675681,Movie,1344809621
Color,Tanner Beard,108,Kevin Alejandro,William McNamara,The Legend of Hell s Gate: An American Conspiracy ,Glenn Morshower,1,English,USA,PG-13,2000000,2011,25040293,Missing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.392746845,58949284.79,738053681.7,Movie,22156530.81
Color,Brandon Cronenberg,108,Douglas Smith,Sarah Gadon,Antiviral ,Caleb Landry Jones,0,English,Canada,Unrated,3200000,2012,25040293,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,94318855.67,738053681.7,Movie,22156530.81
Color,Steve Taylor,108,Marshall Allman,Jason Marsden,Blue Like Jazz ,Eric Lange,0,English,USA,PG-13,1200000,2012,594904,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,35369570.88,17534582.66,Movie,-17834988.22
Color,Jehane Noujaim,108,Ahmed Hassan,Khalid Abdalla,The Square ,Aida Elkashef,0,Arabic,Egypt,Unrated,1500000,2013,25040293,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.392746845,44211963.6,738053681.7,Movie,22156530.81
Color,Jonathan Glazer,108,Paul Brannigan,Scarlett Johansson,Under the Skin ,Alison Chand,0,English,UK,R,19950000,2013,2605039,1.85,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,588019115.8,76782592.96,Movie,22156530.81
Color,Zoran Lisinac,108,Brock Baker,Matthew Emerick,Along the Roadside ,Sheldon Bailey,3,English,USA,Missing,250000,2013,25040293,1.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,7368660.599,738053681.7,Movie,22156530.81
Color,Roger Donaldson,108,Akie Kotabe,Luke Bracey,The November Man ,Will Patton,2,English,USA,R,15000000,2014,24984868,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,442119636,736420049.6,Movie,294300413.7
Color,Jason Stone,108,Ellen Burstyn,Topher Grace,The Calling ,Christopher Heyerdahl,2,English,USA,R,19950000,2014,25040293,Missing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,738053681.7,Movie,22156530.81
Color,Joel Paul Reisig,108,Dana Blackstone,Joshua Ray Bell,Horse Camp ,Annelyse Ahmad,6,English,USA,PG,250000,2014,25040293,Missing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,7368660.599,738053681.7,Movie,22156530.81
Color,Mark Osborne,108,James Franco,Jeff Bridges,The Little Prince ,Mackenzie Foy,1,English,France,PG,81200000,2015,1339152,2.35,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.392746845,2393340963,39471026.32,Movie,-2353869936
 Black and White,Alex Garland,108,Sonoya Mizuno,Elina Alminas,Ex Machina ,Corey Johnson,0,English,UK,R,15000000,2015,25440971,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.392746845,442119636,749863522.5,Movie,307743886.5
Color,Joel Edgerton,108,Allison Tolman,Busy Philipps,The Gift ,Wendell Pierce,1,English,USA,R,5000000,2015,43771291,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,1290143149,Movie,1142769937
Color,Susanna White,108,Pawel Szajda,Radivoje Bukvic,Our Kind of Traitor ,Grigoriy Dobrygin,2,English,UK,R,19950000,2016,3108216,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,91613555.09,Movie,22156530.81
Color,Tim Miller,108,Ed Skrein,Ryan Reynolds,Deadpool ,Stefan Kapicic,0,English,USA,R,58000000,2016,363024263,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.392746845,1709529259,10700010333,Movie,8990481074
Color,Burr Steers,108,Bella Heathcote,Matt Smith,Pride and Prejudice and Zombies ,Sam Riley,0,English,USA,PG-13,28000000,2016,10907291,2.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,825289987.1,321488501.7,Movie,-503801485.4
Color,Joel Paul Reisig,108,Joel Paul Reisig,Carrie Bradstreet,Rodeo Girl ,Yassie Hawkes,2,English,USA,PG,500000,2016,25040293,Missing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,14737321.2,738053681.7,Movie,22156530.81
Color,George Sidney,107,Howard Keel,Keenan Wynn,Annie Get Your Gun ,Betty Hutton,0,English,USA,Not Rated,3768785,1950,8000000,1.37,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.392746845,111083590.1,235797139.2,Movie,124713549
Color,Richard Donner,107,Patrick Troughton,Lee Remick,The Omen ,Billie Whitelaw,2,English,UK,R,2800000,1976,25040293,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.392746845,82528998.71,738053681.7,Movie,22156530.81
Color,Dick Richards,107,Terence Hill,Catherine Deneuve,March or Die ,Jack O Halloran,1,English,UK,PG,9000000,1977,1000000,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.392746845,265271781.6,29474642.4,Movie,-235797139.2
Color,Brian De Palma,107,Dennis Franz,Nancy Allen,Blow Out ,John McMartin,0,English,USA,R,18000000,1981,25040293,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,530543563.1,738053681.7,Movie,22156530.81
Color,Alan Alda,107,Len Cariou,Rita Moreno,The Four Seasons ,Sandy Dennis,2,English,USA,PG,19950000,1981,25040293,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,738053681.7,Movie,22156530.81
Color,Steve Carver,107,William Sanderson,David Carradine,Lone Wolf McQuade ,Robert Beltran,0,English,USA,PG,5000000,1983,12200000,1.85,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,147373212,359590637.2,Movie,212217425.3
Color,James Cameron,107,Brian Thompson,Michael Biehn,The Terminator ,Paul Winfield,1,English,UK,R,6500000,1984,38400000,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,191585175.6,1131826268,Movie,940241092.5
Color,Herbert Ross,107,Chris Penn,Dianne Wiest,Footloose ,Lori Singer,0,English,USA,PG,8200000,1984,80000000,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,241692067.7,2357971392,Movie,2116279324
Color,George Miller,107,Bruce Spence,Tina Turner,Mad Max Beyond Thunderdome ,Angelo Rossitto,2,English,Australia,PG-13,12305523,1985,36200000,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.392746845,362700889.9,1066982055,Movie,704281164.8
Color,Joseph Zito,107,Richard Lynch,Billy Drago,Invasion U.S.A. ,Eddie Jones,1,English,USA,R,10000000,1985,25040293,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,294746424,738053681.7,Movie,22156530.81
Color,Elaine May,107,Warren Beatty,Carol Kane,Ishtar ,Isabelle Adjani,2,English,USA,PG-13,51000000,1987,14375181,1.85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.392746845,1503206762,423703319.4,Movie,-1079503443
Color,John McTiernan,107,Bill Duke,Shane Black,Predator ,Carl Weathers,1,English,USA,R,15000000,1987,59735548,1.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,442119636,1760683916,Movie,1318564280
Color,James Bridges,107,Phoebe Cates,Dianne Wiest,"Bright Lights, Big City ",Swoosie Kurtz,0,English,USA,R,25000000,1988,16118077,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,736866059.9,475074555.7,Movie,-261791504.2
Color,Ivan Reitman,107,Tony Jay,Kelly Preston,Twins ,Hugh O Brian,1,English,USA,PG,15000000,1988,111936400,1.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,442119636,3299285361,Movie,2857165725
Color,Christopher Cain,107,Patrick Wayne,Jack Palance,Young Guns ,Brian Keith,5,English,USA,R,13000000,1988,44726644,1.85,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,383170351.2,1318301838,Movie,935131486.4
Color,William Shatner,107,Nichelle Nichols,Leonard Nimoy,Star Trek V: The Final Frontier ,Walter Koenig,1,English,USA,PG,27800000,1989,55210049,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.392746845,819395058.6,1627296451,Movie,807901392.4
Color,David S. Ward,107,Tom Berenger,Corbin Bernsen,Major League ,Rene Russo,3,English,USA,R,11000000,1989,49797148,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.392746845,324221066.4,1467753130,Movie,1143532063
Color,Tony Scott,107,Robert Duvall,Tom Cruise,Days of Thunder ,Randy Quaid,0,English,USA,PG-13,60000000,1990,82670733,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.392746845,1768478544,2436690292,Movie,668211748.1
Color,Randal Kleiser,107,Klaus Maria Brandauer,Seymour Cassel,White Fang ,Susan Hogan,1,English,USA,PG,14000000,1991,34793160,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,412644993.6,1025515949,Movie,612870955.3
Color,Sylvio Tabet,107,Kari Wuhrer,Michael Berryman,Beastmaster 2: Through the Portal of Time ,Marc Singer,2,English,USA,PG-13,6000000,1991,869325,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,3.392746845,176847854.4,25623043.5,Movie,-151224810.9
Color,Jean-Marie PoirA�,107,Isabelle Nanty,Christian Clavier,Les visiteurs ,ValA�rie Lemercier,1,French,France,R,50000000,1993,700000,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.392746845,1473732120,20632249.68,Movie,-1453099870
Color,Kevin Reynolds,107,Jason Scott Lee,Esai Morales,Rapa Nui ,Sandrine Holt,1,English,USA,R,20000000,1994,305070,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.392746845,589492847.9,8991829.156,Movie,-580501018.8
Color,Wes Craven,107,Heather Langenkamp,Miko Hughes,New Nightmare ,Tracy Middendorf,0,English,USA,R,8000000,1994,18090181,1.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.392746845,235797139.2,533201615.9,Movie,297404476.7
 Black and White,Sam Raimi,107,Pat Hingle,Leonardo DiCaprio,The Quick and the Dead ,Roberts Blossom,0,English,Japan,R,32000000,1995,18636537,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,943188556.7,549305263.6,Movie,-393883293.1
Color,William Friedkin,107,Chazz Palminteri,Michael Biehn,Jade ,Linda Fiorentino,0,English,USA,R,50000000,1995,9795017,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1473732120,288704623.3,Movie,-1185027497
Color,Iain Softley,107,Fisher Stevens,Angelina Jolie Pitt,Hackers ,Lorraine Bracco,1,English,USA,PG-13,20000000,1995,7564000,2.35,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,589492847.9,222946195.1,Movie,-366546652.8
Color,Andrew Davis,107,Morgan Freeman,Keanu Reeves,Chain Reaction ,Kevin Dunn,1,English,USA,PG-13,50000000,1996,20550712,1.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,1473732120,605724887.2,Movie,-868007232.6
Color,Sidney Lumet,107,Anne Bancroft,Kyra Sedgwick,Critical Care ,Albert Brooks,2,English,Australia,R,12000000,1997,141853,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,353695708.8,4181066.448,Movie,-349514642.3
Color,George Armitage,107,Michael Cudlitz,Minnie Driver,Grosse Pointe Blank ,Mitchell Ryan,1,English,USA,R,15000000,1997,28014536,1.85,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,442119636,825718430.5,Movie,383598794.6
Color,Bobby Farrelly,107,Lin Shaye,Sarah Silverman,There s Something About Mary ,Richard Tyson,1,English,USA,R,23000000,1998,176483808,1.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,677916775.1,5201797130,Movie,4523880355
Color,Jennifer Wynne Farmer,107,Akima,Irene Bedard,Naturally Native ,Max Gail,4,English,USA,PG-13,700000,1998,10508,Missing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,20632249.68,309719.5423,Movie,-20322530.14
Color,M. Night Shyamalan,107,Haley Joel Osment,Bruce Willis,The Sixth Sense ,Olivia Williams,0,English,USA,PG-13,40000000,1999,293501675,1.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,1178985696,8650856914,Movie,7471871218
Color,Tony Goldwyn,107,Julie Kavner,Viggo Mortensen,A Walk on the Moon ,Tovah Feldshuh,1,English,USA,R,14000000,1999,4741987,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,412644993.6,139768371.1,Movie,-272876622.5
Color,Alison Maclean,107,Samantha Morton,Billy Crudup,Jesus  Son ,Mark Webber,1,English,USA,R,2500000,1999,1282084,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,73686605.99,37788967.42,Movie,-35897638.57
Color,Joel Coen,107,Tim Blake Nelson,Holly Hunter,"O Brother, Where Art Thou ",Daniel von Bargen,3,English,UK,PG-13,26000000,2000,45506619,2.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.392746845,766340702.3,1341291322,Movie,574950619.4
Color,David McNally,107,Tyra Banks,Adam Garcia,Coyote Ugly ,Izabella Miko,5,English,USA,PG-13,45000000,2000,60786269,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,1326358908,1791653541,Movie,465294633.6
Color,Chuck Russell,107,Jimmy Smits,Rufus Sewell,Bless the Child ,Angela Bettis,0,English,USA,R,40000000,2000,29374178,2.35,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1178985696,865793392.3,Movie,-313192303.6
Color,Curtis Hanson,107,Rip Torn,Robert Downey Jr.,Wonder Boys ,Richard Thomas,5,English,USA,R,55000000,2000,19389454,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1621105332,571497222.9,Movie,-1049608109
Color,Brian Robbins,107,Ellen Albertini Dow,Oliver Platt,Ready to Rumble ,Martin Landau,1,English,USA,PG-13,24000000,2000,12372410,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.392746845,707391417.5,364672360.3,Movie,-342719057.2
